name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,0,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.9
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,0,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.25
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,1,First,19.59 kmpl,1995 CC,184 bhp,5.0,,33.0
BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,1,Second,11.7 kmpl,2993 CC,245 bhp,5.0,,27.0
Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,0,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.21
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,0,First,15.85 kmpl,1499 CC,110.4 bhp,5.0,,5.75
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,1,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.58
Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,0,First,14.53 kmpl,1798 CC,138 bhp,5.0,,11.0
Hyundai i10 Sportz,Pune,2014,90000,Petrol,0,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,1,First,15.8 kmpl,2148 CC,170 bhp,5.0,,37.99
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,0,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,,3.65
Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,0,First,13.1 kmpl,2499 CC,141 bhp,7.0,,6.0
Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,0,First,15.6 kmpl,1196 CC,70 bhp,5.0,,4.54
Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.4
Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,0,First,19.1 kmpl,1405 CC,70 bhp,5.0,,3.3
Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,1,Second,14.7 kmpl,1985 CC,163 bhp,5.0,,18.25
Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,0,First,22.7 kmpl,799 CC,53 bhp,5.0,,3.1
Hyundai EON Era Plus,Kochi,2013,57759,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.84
Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.44
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,0,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.6
Hyundai i10 Asta,Mumbai,2015,75915,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.9
Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,0,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,2.9
Toyota Corolla Altis G,Chennai,2008,86000,Petrol,0,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3.5
Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,0,Second,18.1 kmpl,1493 CC,110 bhp,5.0,,3.5
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,0,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.5
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,0,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.0
Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,1,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.7
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,1,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,45.0
Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,0,First,25.0 kmpl,1396 CC,69 bhp,5.0,,1.8
Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,0,First,18.0 kmpl,995 CC,62 bhp,5.0,,0.99
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,4.8
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,0,First,12.55 kmpl,2982 CC,169 bhp,7.0,,17.95
Mahindra E Verito D4,Chennai,2016,50000,Electric,1,First,,72 CC,41 bhp,5.0,13.58 Lakh,13.0
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.48 Lakh,5.66
Honda City 1.5 S MT,Delhi,2009,64000,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.1
Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.54
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.2
Ford Mustang V8,Kochi,2018,21290,Petrol,1,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92 Lakh,56.8
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,1,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.4
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,0,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.65
Maruti Swift ZDi,Jaipur,2013,92000,Diesel,0,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,4.35
Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,0,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,6.5
Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,0,First,18.2 kmpl,998 CC,67.1 bhp,5.0,,1.11
Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,0,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.5
Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,0,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.0
Maruti Celerio VXI AT,Pune,2015,50000,Petrol,1,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.9
Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,0,First,17.88 kmpl,1405 CC,48.21 bhp,5.0,,1.8
Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.22
Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,1,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.3
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.99
Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,0,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0
Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,0,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.85
Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,1,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,19.94
Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,0,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.9
Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25
Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,0,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,5.99
Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,0,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.3
Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,1,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,8.08
Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,0,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44 Lakh,4.5
Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,0,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,6.5
Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,1,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,3.9
Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,0,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.25
Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,1,First,11.72 kmpl,2199 CC,194.3 bhp,7.0,,17.0
Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,1,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.5
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,0,Second,17.7 kmpl,1399 CC,68 bhp,5.0,,3.0
Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,0,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.87
Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.0
Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,1,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94 Lakh,15.5
Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,0,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.6
Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,1,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.25
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,0,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,3.25
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,0,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,11.16 Lakh,3.4
Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,1,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,30.5
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,0,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.6 Lakh,7.97
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,1,First,14.84 kmpl,2143 CC,170 bhp,5.0,,13.51
Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.43
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,0,First,16.6 kmpl,1388 CC,68 bhp,5.0,,2.6
Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,0,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.45
Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.75
BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,1,First,10.6 kmpl,2996 CC,258 bhp,5.0,,8.75
Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,0,Second,14.6 kmpl,1368 CC,88.7 bhp,5.0,,5.41
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,1,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,10.7 Lakh,8.55
Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.25
Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,1,First,11.1 kmpl,2400 CC,200 bhp,7.0,,23.58
Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.49
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,0,First,11.5 kmpl,2982 CC,171 bhp,7.0,,12.99
Tata Nano XTA,Bangalore,2016,29000,Petrol,1,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,2.8
Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,0,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,8.43
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,1,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,47.5
Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,1,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.95
Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,0,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.5
Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,0,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,4.75
Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.75
BMW 3 Series 320i,Pune,2009,40000,Petrol,1,Second,12.05 kmpl,1995 CC,154 bhp,5.0,,9.5
Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,0,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.77
Honda City 1.5 S MT,Delhi,2012,65055,Petrol,0,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,4.25
BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,1,First,18.88 kmpl,1995 CC,184 bhp,5.0,,19.9
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,0,First,15.0 kmpl,1896 CC,105 bhp,5.0,,4.0
Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,0,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.16
Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,1,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,38.0
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,1,First,16.9 kmpl,1197 CC,82 bhp,5.0,,6.34
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.5
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,0,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.87 Lakh,3.75
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,1,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,10.2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,5.0
Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,0,First,9.8 kmpl,1995 CC,163.5 bhp,5.0,,3.95
Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,0,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,9.75
Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.93
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,0,First,17.8 kmpl,1399 CC,67 bhp,5.0,,2.1
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,0,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.6 Lakh,16.42
Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,0,Second,14.66 kmpl,2199 CC,194.3 bhp,7.0,,8.9
Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.21
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.5
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,1,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,92.79 Lakh,65.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,0,First,12.05 kmpl,2179 CC,120 bhp,7.0,,7.4
Honda City 1.5 S AT,Kochi,2014,56838,Petrol,1,First,16.8 kmpl,1497 CC,118 bhp,5.0,,5.15
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,1,First,12.0 kmpl,2987 CC,224 bhp,7.0,,32.0
Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.25
Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,1,First,22.5 kmpl,998 CC,67 bhp,5.0,5.8 Lakh,3.95
Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,0,Second,15.4 kmpl,1193 CC,65 bhp,5.0,,1.5
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,0,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.0
Honda Jazz Active,Kolkata,2010,39800,Petrol,0,First,16.0 kmpl,1198 CC,90 bhp,5.0,,1.99
Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,0,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.35
BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,1,First,16.07 kmpl,1995 CC,181 bhp,5.0,,13.5
Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,0,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,6.99
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,0,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.5
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,0,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.89
BMW 3 Series 320d,Mumbai,2011,51000,Diesel,1,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,10.5
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,0,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.97
Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,1,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,4.25
Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,0,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,6.17
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,1,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.72
Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,0,First,16.8 kmpl,1493 CC,110 bhp,5.0,,6.5
Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,0,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.25
Honda City i DTEC SV,Kolkata,2014,45000,Diesel,0,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,4.75
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,1,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,,17.71
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,0,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,5.85
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,1,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.27
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,1,First,16.07 kmpl,1995 CC,181 bhp,5.0,,9.25
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,1,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,12.75
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,1,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11 Lakh,27.0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,1,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,21.0
Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.95
Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,0,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.5
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,Diesel,1,First,19.59 kmpl,1995 CC,187.74 bhp,5.0,,33.75
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,Diesel,1,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,17.51
Honda Jazz V,Kochi,2017,36973,Petrol,0,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.71 Lakh,6.8
Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,0,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.68
Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,0,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9
Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,0,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.61 Lakh,3.16
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.9
Chevrolet Beat LT,Delhi,2010,54000,Petrol,0,Second,17.8 kmpl,1199 CC,76.8 bhp,5.0,,1.95
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,Diesel,1,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.52
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,Diesel,1,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,9.0
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,Diesel,0,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.5
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,Diesel,0,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,8.75
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,1,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.88 Lakh,11.5
Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,0,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91 Lakh,3.0
Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.79
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.0
Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.25
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,Diesel,1,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,8.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,Diesel,0,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.8
BMW 5 Series 520d Sedan,Delhi,2012,72000,Diesel,1,Third,18.48 kmpl,,,,,13.85
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Diesel,0,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,Diesel,1,First,14.21 kmpl,2143 CC,203 bhp,5.0,,25.0
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,0,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.49
Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,1,First,17.32 kmpl,1968 CC,150 bhp,5.0,,19.0
Hyundai i20 1.2 Magna,Kolkata,2011,36000,Petrol,0,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.5
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,0,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.0
Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,Diesel,0,First,24.7 kmpl,1047 CC,69 bhp,5.0,,6.64
Hyundai EON Era,Kochi,2017,8243,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.21
Hyundai Santro Xing GLS,Chennai,2009,136642,Petrol,0,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.55
Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,0,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.59
Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,0,Second,12.7 kmpl,2609 CC,120 bhp,8.0,,4.0
Honda City i-VTEC S,Jaipur,2010,48689,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3.87
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.75
Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,1,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,32.91
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Diesel,1,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.75
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,Petrol,0,First,13.5 kmpl,1799 CC,130 bhp,5.0,,1.9
Hyundai i20 Magna 1.2,Kochi,2017,14064,Petrol,0,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.59
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,1,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,31.93
Honda City i DTEC VX,Jaipur,2014,76551,Diesel,0,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,7.25
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,Petrol,0,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.9
Maruti Swift VDI BSIV,Kolkata,2015,45000,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.55
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,Diesel,1,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,9.25
Ford Ikon 1.3 Flair,Kochi,2009,66484,Petrol,0,First,13.8 kmpl,1299 CC,70 bhp,5.0,,1.65
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,1,First,20.68 kmpl,1995 CC,190 bhp,5.0,48.18 Lakh,36.64
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Diesel,1,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.0
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2019,21112,CNG,0,First,15.1 km/kg,1196 CC,73 bhp,5.0,,5.38
Honda Jazz Select Edition,Pune,2011,98000,Petrol,0,First,16.7 kmpl,,,,,3.15
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35
Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,0,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.2
Hyundai i20 Magna,Jaipur,2013,59000,Petrol,0,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.1
BMW X5 3.0d,Chennai,2009,150000,Diesel,1,First,11.0 kmpl,2993 CC,235 bhp,5.0,,18.75
